timestep,region,system,id,variable,value,i
2040,DE,ocgt < ocgtH2,,capaConv,71.61645022,49
2040,DE,solar < openspace,,capaConv,4.401384085,49
2040,DE,battery < redoxBattery,1,capaStOut,8.58E-05,49
2040,DE,battery < redoxBattery,1,capaStSize,0.000718278,49
2040,DE,battery < redoxBattery,1,capaStIn,8.58E-05,49
2040,DE,engine < enginePeak < dieselEngine,,capaConv,0,49
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStOut,0.82039809,49
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStSize,820.39809,49
2040,DE,powerToX < h2Storage < h2Cavern,1,capaStIn,0.82039809,49
2040,DE,ocgt < ocgtGas,,capaConv,12.77908713,49
2040,DE,powerToX < synthFuel < methanePyrolysis,,capaConv,6.42E-05,49
2040,DE,wind < offshore,,capaConv,47.80236992,49
2040,DE,battery < lithiumBattery,1,capaStOut,0.589882119,49
2040,DE,battery < lithiumBattery,1,capaStSize,0.059100592,49
2040,DE,battery < lithiumBattery,1,capaStIn,0.589882119,49
2040,DE,powerToX < electrolysis < pemElectrolysis,,capaConv,1.18943029,49
2040,DE,solar < rooftopInd,,capaConv,4.355879336,49
